,subject,task,session,run,ppg,rsp,ecg,eda,biopac,eyetracking,ppg_quality_mean,ppg_quality_std,rsp_quality_mean,rsp_quality_std,ecg_quality_mean,ecg_quality_std
76,2,MID,03Nature,1,False,False,False,False,False,False,,,,,,
77,2,MID,03Nature,2,False,False,False,False,False,False,,,,,,
78,2,MovieThePresent,03Nature,0,False,False,False,False,False,False,,,,,,
79,2,MovieThePresent,03Nature,1,False,False,False,False,False,False,,,,,,
80,2,MovieThePresent,03Nature,2,False,False,False,False,False,False,,,,,,
81,2,PVT,03Nature,0,False,False,False,False,False,False,,,,,,
82,2,PVT,03Nature,1,True,True,True,True,True,True,0.6817604989834385,0.205149646840963,24.355850290071285,2.290156779031087,0.7403888576177925,0.1818378469970786
83,2,PVT,03Nature,2,False,False,False,False,False,False,,,,,,
84,2,PassiveHighVid,03Nature,0,False,False,False,False,False,False,,,,,,
85,2,PassiveHighVid,03Nature,1,True,True,True,True,True,True,0.9961080625501788,0.0041086536244464,21.989983954307924,2.9904875718642714,0.8125464092901454,0.1351520797836033
86,2,PassiveHighVid,03Nature,2,False,False,False,False,False,False,,,,,,
