,Unnamed: 0,subject,task,session,run,ppg,rsp,ecg,eda,biopac,eyetracking,ppg_quality,rsp_quality,ecg_quality,eda_quality,eyetracking_quality,eyetracking_before_interp
323,6,5,PassiveMixedVid,01Beauty,1,True,True,True,True,True,False,0.9837318187301722,1.0,1.0,1.0,1.0,0.0
324,7,5,ActiveHighVid,02Fitness,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
325,8,5,ActiveLowVid,02Fitness,1,True,True,True,True,True,False,0.9550704709522172,1.0,1.0,1.0,1.0,0.0
326,9,5,ActiveMixedVid,02Fitness,1,True,True,True,True,True,False,0.9917849865246828,1.0,1.0,1.0,1.0,0.0
327,10,5,PVT,02Fitness,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
328,11,5,PassiveHighVid,02Fitness,1,True,True,True,True,True,False,0.966386196263675,1.0,1.0,1.0,1.0,0.0
329,12,5,PassiveLowVid,02Fitness,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
330,13,5,PassiveMixedVid,02Fitness,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
331,14,5,ActiveHighVid,03Baby,1,True,True,True,True,True,False,0.973787420191573,1.0,1.0,1.0,1.0,0.0
332,15,5,ActiveLowVid,03Baby,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
333,16,5,ActiveMixedVid,03Baby,1,True,True,True,True,True,False,0.946351524674655,1.0,1.0,1.0,1.0,0.0
334,17,5,PVT,03Baby,1,True,True,True,True,True,False,0.9719174822195126,1.0,1.0,1.0,1.0,0.0
335,18,5,PassiveHighVid,03Baby,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
336,19,5,PassiveLowVid,03Baby,1,True,True,True,True,True,False,0.8812983031378554,1.0,1.0,1.0,1.0,0.0
337,20,5,PassiveMixedVid,03Baby,1,False,False,False,False,False,False,,,,,1.0,0.0
338,21,5,ActiveHighVid,04Pets,1,True,True,True,True,True,False,0.9282208609097594,1.0,1.0,1.0,1.0,0.0
339,22,5,ActiveLowVid,04Pets,1,True,True,True,True,True,False,0.9319935376360567,1.0,1.0,1.0,1.0,0.0
340,23,5,ActiveMixedVid,04Pets,1,True,True,True,True,True,False,0.9425392627152056,1.0,1.0,1.0,1.0,0.0
341,24,5,PVT,04Pets,1,True,True,True,True,True,False,0.9745870232342286,1.0,1.0,1.0,1.0,0.0
342,25,5,PassiveHighVid,04Pets,1,True,True,True,True,True,False,0.9279851372056708,1.0,1.0,1.0,1.0,0.0
343,26,5,PassiveLowVid,04Pets,1,True,True,True,True,True,False,0.9431149666377012,1.0,1.0,1.0,1.0,0.0
344,27,5,PassiveMixedVid,04Pets,1,True,True,True,True,True,False,0.928206150944604,1.0,1.0,1.0,1.0,0.0
345,28,5,ActiveHighVid,05EntSports,1,True,True,True,True,True,False,0.9406239525188312,1.0,1.0,1.0,1.0,0.0
346,29,5,ActiveLowVid,05EntSports,1,True,True,True,True,True,False,0.9462408052016288,1.0,1.0,1.0,1.0,0.0
347,30,5,ActiveMixedVid,05EntSports,1,True,True,True,True,True,False,0.9823784064092844,1.0,1.0,1.0,1.0,0.0
348,31,5,PVT,05EntSports,1,True,True,True,True,True,False,0.9900636371768332,1.0,1.0,1.0,1.0,0.0
349,32,5,PassiveHighVid,05EntSports,1,True,True,True,True,True,False,0.9549218287887624,1.0,1.0,1.0,1.0,0.0
350,33,5,PassiveLowVid,05EntSports,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
351,34,5,PassiveMixedVid,05EntSports,1,True,True,True,True,True,False,0.9235865584532088,1.0,1.0,1.0,1.0,0.0
352,35,5,ActiveHighVid,06Nature,1,True,True,True,True,True,False,0.8881611214726381,1.0,1.0,1.0,1.0,0.0
353,36,5,ActiveLowVid,06Nature,1,True,True,True,True,True,False,0.9227963377586192,1.0,1.0,1.0,1.0,0.0
354,37,5,ActiveMixedVid,06Nature,1,True,True,True,True,True,False,0.8815824650187425,1.0,1.0,1.0,1.0,0.0
355,38,5,PVT,06Nature,1,True,True,True,True,True,False,0.8630785685263095,1.0,1.0,1.0,1.0,0.0
356,39,5,PassiveHighVid,06Nature,1,True,True,True,True,True,False,0.8254375274695145,1.0,1.0,1.0,1.0,0.0
357,40,5,PassiveLowVid,06Nature,1,True,True,True,True,True,False,0.9049205319041574,1.0,1.0,1.0,1.0,0.0
358,41,5,PassiveMixedVid,06Nature,1,True,True,True,True,True,False,0.821031087455359,1.0,1.0,1.0,1.0,0.0
359,42,5,ActiveHighVid,07Travel,1,True,True,True,True,True,False,0.9753693609902868,1.0,1.0,1.0,1.0,0.0
360,43,5,ActiveLowVid,07Travel,1,True,True,True,True,True,False,0.9500086115690278,1.0,1.0,1.0,1.0,0.0
361,44,5,ActiveMixedVid,07Travel,1,True,True,True,True,True,False,0.9802927113204072,1.0,1.0,1.0,1.0,0.0
362,45,5,PVT,07Travel,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
363,46,5,PassiveHighVid,07Travel,1,True,True,True,True,True,False,0.9840258210957564,1.0,1.0,1.0,1.0,0.0
364,47,5,PassiveLowVid,07Travel,1,True,True,True,True,True,False,0.9890128951086536,1.0,1.0,1.0,1.0,0.0
365,48,5,PassiveMixedVid,07Travel,1,True,True,True,True,True,False,0.9893516408946816,1.0,1.0,1.0,1.0,0.0
366,0,6,ActiveHighVid,01Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9861741724301779,0.614077926191859
367,1,6,ActiveLowVid,01Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9662845716774564,0.6604238020761154
368,2,6,ActiveMixedVid,01Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9764201995670767,0.6839000052795523
369,3,6,PVT,01Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7094283223315482
370,4,6,PassiveHighVid,01Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9857536309417663,0.6939639514685583
371,5,6,PassiveLowVid,01Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9919295768141955,0.6666578681676906
372,6,6,PassiveMixedVid,01Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9872502177757834,0.6773420795607529
373,7,6,ActiveHighVid,02Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9959747929657857,0.7227292223431984
374,8,6,ActiveLowVid,02Travel,1,True,True,True,True,True,True,0.990178795860602,1.0,1.0,1.0,1.0,0.689902529482027
375,9,6,ActiveMixedVid,02Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7092165351212946
376,10,6,PVT,02Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7301039583287545
377,11,6,PassiveHighVid,02Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9932621492490035,0.6729007734339941
378,12,6,PassiveLowVid,02Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7243049552254565
379,13,6,PassiveMixedVid,02Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7072499538051369
380,14,6,ActiveHighVid,03EntSports,1,True,True,True,True,True,True,0.9760849614393002,1.0,1.0,1.0,1.0,0.7355225732368061
381,15,6,ActiveLowVid,03EntSports,1,True,True,True,True,True,True,0.933237497150336,1.0,1.0,1.0,1.0,0.7194992377696678
382,16,6,ActiveMixedVid,03EntSports,1,True,True,True,True,True,True,0.9672542243427366,1.0,1.0,1.0,1.0,0.7283004672527125
383,17,6,PVT,03EntSports,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7263822648116809
384,18,6,PassiveHighVid,03EntSports,1,True,True,True,True,True,True,0.9245932728635854,1.0,1.0,1.0,0.9925892197233661,0.7278402491817126
385,19,6,PassiveLowVid,03EntSports,1,True,True,True,True,True,True,0.953881245446674,1.0,1.0,1.0,0.9963902252314677,0.7029491925851135
386,20,6,PassiveMixedVid,03EntSports,1,True,True,True,True,True,True,0.951206577811052,1.0,1.0,1.0,1.0,0.7305207446562795
387,21,6,ActiveHighVid,04Fitness,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9965683815959665,0.7304793706939788
388,22,6,ActiveLowVid,04Fitness,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7175496950978063
389,23,6,ActiveMixedVid,04Fitness,1,True,True,True,True,True,True,0.991789986558864,1.0,1.0,1.0,0.9933679563406956,0.7078799237150003
390,24,6,PVT,04Fitness,1,True,True,True,True,True,True,0.9904435058078142,1.0,1.0,1.0,1.0,0.720928699117897
391,25,6,PassiveHighVid,04Fitness,1,True,True,True,True,True,True,0.991376676118535,1.0,1.0,1.0,1.0,0.7384446849510334
392,26,6,PassiveLowVid,04Fitness,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6953021374317824
393,27,6,PassiveMixedVid,04Fitness,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9926290088425498,0.7048634024020061
394,28,6,ActiveHighVid,05Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9965748904492899,0.7686896151206377
395,29,6,ActiveLowVid,05Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9680127236370596,0.7232212975734018
396,30,6,ActiveMixedVid,05Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7568568185417877
397,31,6,PVT,05Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9058067635681631,0.6124721603563474
398,32,6,PassiveHighVid,05Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.987256901137046,0.7466624431641953
399,33,6,PassiveLowVid,05Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9826581585181569,0.7329501587029252
400,34,6,PassiveMixedVid,05Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9713088521561253,0.7265432709756178
401,35,6,ActiveHighVid,06Baby,1,True,True,True,True,True,True,0.8904254235171148,1.0,1.0,1.0,0.45519461458034427,0.30903495839228995
402,36,6,ActiveLowVid,06Baby,1,True,True,True,True,True,True,0.950978339016813,1.0,1.0,1.0,0.7898926256411948,0.4774150983852612
403,37,6,ActiveMixedVid,06Baby,1,True,True,True,True,True,True,0.9918037826047396,1.0,1.0,1.0,0.9921238278130836,0.73213425458481
404,38,6,PVT,06Baby,1,True,True,True,True,True,True,0.8371166675098837,1.0,1.0,1.0,0.8290722246027299,0.5441584172920078
405,39,6,PassiveHighVid,06Baby,1,True,True,True,True,True,True,0.9564409716368804,1.0,1.0,1.0,0.9914804317197188,0.7167293040812758
406,40,6,PassiveLowVid,06Baby,1,True,True,True,True,True,True,0.9840028643741818,1.0,1.0,1.0,0.9925171235136526,0.6998997004209943
407,41,6,PassiveMixedVid,06Baby,1,True,True,True,True,True,True,0.9745034191889428,1.0,1.0,1.0,0.7950123701138051,0.49233052944087086
408,42,6,ActiveHighVid,07Diy,1,True,True,True,True,True,True,0.982345911717239,1.0,1.0,1.0,1.0,0.7043059359223942
409,43,6,ActiveLowVid,07Diy,1,True,True,True,True,True,True,0.9452956587658063,1.0,1.0,1.0,0.9854285318321906,0.658342627483848
410,44,6,ActiveMixedVid,07Diy,1,True,True,True,True,True,True,0.9035856985904528,1.0,1.0,1.0,1.0,0.6851764472967845
411,45,6,PVT,07Diy,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9147450667233226,0.5613587161575572
412,46,6,PassiveHighVid,07Diy,1,True,True,True,True,True,True,0.9486501660012642,1.0,1.0,1.0,1.0,0.706077402751658
413,47,6,PassiveLowVid,07Diy,1,True,True,True,True,True,True,0.9630449932774712,1.0,1.0,1.0,1.0,0.7123362697548583
414,48,6,PassiveMixedVid,07Diy,1,True,True,True,True,True,True,0.967154903113698,1.0,1.0,1.0,0.9960571726463465,0.7140410845909688
415,49,6,ActiveHighVid,08Nature,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9899593821868947,0.6574410447785818
416,50,6,ActiveLowVid,08Nature,1,True,True,True,True,True,True,0.8836523177015408,1.0,1.0,1.0,0.4663105659693028,0.24542591951464793
417,51,6,ActiveMixedVid,08Nature,1,True,True,True,True,True,True,0.98316582460167,1.0,1.0,1.0,0.2788184034065235,0.1624926199687977
418,52,6,PVT,08Nature,1,True,True,True,True,True,True,0.9822845959651076,1.0,1.0,1.0,0.3040363177067126,0.1871789708762745
419,53,6,PassiveHighVid,08Nature,1,True,True,True,True,True,True,0.9365050335226456,1.0,1.0,1.0,0.31527464010685485,0.18640238774466963
420,54,6,PassiveLowVid,08Nature,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9239164502921469,0.5603313746902847
421,55,6,PassiveMixedVid,08Nature,1,True,True,True,True,True,True,0.9893513005378852,1.0,1.0,1.0,0.9927680633454306,0.6484262619597493
422,56,6,ActiveHighVid,09Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9311908140033656,0.6270597551720725
423,57,6,ActiveLowVid,09Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9375416575927356,0.6307075026561871
424,58,6,ActiveMixedVid,09Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.8960579153509336,0.5850730706156806
425,59,6,PVT,09Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.7775189454291062,0.47079528680943955
426,60,6,PassiveHighVid,09Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9424374503017365,0.634217481250763
427,61,6,PassiveLowVid,09Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9233977267103288,0.5997327482389428
428,62,6,PassiveMixedVid,09Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.8124758727864828,0.523044994572408
