MSG	8342432	DISPLAY_COORDS 0 0 1023 767								
MSG	8344122	TRIALID 1								
MSG	8346879	DRIFTCORRECT R RIGHT at 512,384  OFFSET 0.26 deg.  1.5,-13.0 pix.								
MSG	8347536	RECCFG CR 250 2 1 R								
MSG	8347536	ELCLCFG MLRR								
MSG	8347536	GAZE_COORDS 0.00 0.00 1023.00 767.00								
MSG	8347536	THRESHOLDS R 71 146								
MSG	8347536	ELCL_WINDOW_SIZES 176 188 0 0								
MSG	8347536	CAMERA_LENS_FOCAL_LENGTH 38.00								
MSG	8347536	ELCL_PROC ELLIPSE  (5)								
MSG	8347536	ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30								
MSG	8347537	!MODE RECORD CR 250 2 1 R								
ESACC	R	8683649	8683657	12	464.7	279.9	467.8	297.6	0.35	49
SFIX	R	8683661								
EFIX	R	8683661	8683689	32	467.4	301.8	1137			
SSACC	R	8683693								
ESACC	R	8683693	8683713	24	467.8	286.9	469.0	298.0	0.22	74
SFIX	R	8683717								
EFIX	R	8683717	8683969	256	470.2	318.0	1097			
SSACC	R	8683973								
ESACC	R	8683973	8683989	20	476.7	325.7	452.6	282.9	0.93	91
SFIX	R	8683993								
EFIX	R	8683993	8684029	40	457.5	288.5	1125			
SSACC	R	8684033								
ESACC	R	8684033	8684041	12	458.7	310.3	458.5	283.2	0.53	66
SFIX	R	8684045								
EFIX	R	8684045	8684073	32	461.6	301.5	1131			
SSACC	R	8684077								
ESACC	R	8684077	8684129	56	465.2	307.9	455.5	468.9	3.15	178
SFIX	R	8684133								
MSG	8684243	VIDEO_MARKER_00180								
EFIX	R	8684133	8684337	208	467.2	491.5	1087			
SSACC	R	8684341								
ESACC	R	8684341	8684369	32	473.1	492.0	547.3	570.3	1.94	114
SFIX	R	8684373								
EFIX	R	8684373	8684781	412	533.4	567.0	1049			
SSACC	R	8684785								
ESACC	R	8684785	8684805	24	527.2	571.1	413.8	559.1	1.86	142
SFIX	R	8684809								
EFIX	R	8684809	8685229	424	438.7	558.2	1012			
SSACC	R	8685233								
MSG	8685243	VIDEO_MARKER_00240								
ESACC	R	8685233	8685269	40	446.3	546.0	510.6	408.8	2.86	145
SFIX	R	8685273								
EFIX	R	8685273	8685537	268	502.4	459.3	1137			
SSACC	R	8685541								
ESACC	R	8685541	8685653	116	516.5	496.7	450.6	282.5	4.32	248
SFIX	R	8685657								
EFIX	R	8685657	8686037	384	452.8	270.9	943			
SSACC	R	8686041								
ESACC	R	8686041	8686093	56	461.4	263.2	416.4	488.0	4.45	172
SFIX	R	8686097								
MSG	8686243	VIDEO_MARKER_00300								
EFIX	R	8686097	8686249	156	417.6	499.6	938			
SSACC	R	8686253								
ESACC	R	8686253	8686345	96	420.5	506.6	558.8	488.8	2.28	166
SFIX	R	8686349								
EFIX	R	8686349	8686521	176	565.5	508.4	916			
SSACC	R	8686525								
ESACC	R	8686525	8686561	40	564.0	500.2	802.7	592.8	4.27	236
SFIX	R	8686565								
EFIX	R	8686565	8686633	72	799.1	597.5	935			
SSACC	R	8686637								
ESACC	R	8686637	8686693	60	809.0	584.4	921.0	582.3	1.80	145
SFIX	R	8686697								
EFIX	R	8686697	8686857	164	928.9	598.5	897			
SSACC	R	8686861								
ESACC	R	8686861	8686945	88	939.2	615.6	434.7	217.1	11.24	335
SFIX	R	8686949								
MSG	8687243	VIDEO_MARKER_00360								
EFIX	R	8686949	8687641	696	433.9	241.0	839			
SSACC	R	8687645								
ESACC	R	8687645	8687669	28	450.0	243.4	425.0	362.3	2.37	151
SFIX	R	8687673								
EFIX	R	8687673	8687829	160	432.7	364.4	878			
SSACC	R	8687833								
ESACC	R	8687833	8687857	28	438.5	378.5	361.5	494.4	2.58	193
SFIX	R	8687861								
EFIX	R	8687861	8688117	260	380.3	485.3	899			
SSACC	R	8688121								
ESACC	R	8688121	8688141	24	391.4	487.3	535.0	507.1	2.37	169
SFIX	R	8688145								
MSG	8688243	VIDEO_MARKER_00420								
EFIX	R	8688145	8688437	296	524.3	520.1	887			
SSACC	R	8688441								
ESACC	R	8688441	8688457	20	531.6	524.9	609.5	522.3	1.27	108
SFIX	R	8688461								
EFIX	R	8688461	8688897	440	597.6	524.5	858			
SSACC	R	8688901								
ESACC	R	8688901	8688925	28	600.6	524.5	490.7	465.8	2.12	142
SFIX	R	8688929								
EFIX	R	8688929	8689101	176	495.6	469.2	838			
SSACC	R	8689105								
ESACC	R	8689105	8689129	28	496.4	468.5	441.9	333.4	2.78	191
SFIX	R	8689133								
MSG	8689243	VIDEO_MARKER_00480								
EFIX	R	8689133	8689505	376	452.2	342.6	810			
SSACC	R	8689509								
ESACC	R	8689509	8689521	16	456.5	328.3	454.2	325.4	0.07	47
SFIX	R	8689525								
EFIX	R	8689525	8689781	260	459.5	335.5	805			
SSACC	R	8689785								
ESACC	R	8689785	8689805	24	460.6	333.3	505.3	338.5	0.74	89
SFIX	R	8689809								
EFIX	R	8689809	8690149	344	485.8	322.2	800			
SSACC	R	8690153								
ESACC	R	8690153	8690169	20	476.0	316.3	416.9	391.2	1.76	159
SFIX	R	8690173								
MSG	8690243	VIDEO_MARKER_00540								
EFIX	R	8690173	8690293	124	423.9	400.1	817			
SSACC	R	8690297								
ESACC	R	8690297	8690313	20	425.0	395.4	410.6	474.7	1.56	120
SFIX	R	8690317								
EFIX	R	8690317	8690629	316	415.4	477.7	836			
SSACC	R	8690633								
ESACC	R	8690633	8690641	12	408.1	481.8	399.0	496.7	0.32	43
SFIX	R	8690645								
MSG	8691243	VIDEO_MARKER_00600								
EFIX	R	8690645	8691293	652	397.9	511.9	811			
SSACC	R	8691297								
ESACC	R	8691297	8691329	36	403.4	512.0	524.9	617.1	2.83	126
SFIX	R	8691333								
EFIX	R	8691333	8691657	328	528.5	603.0	801			
SSACC	R	8691661								
ESACC	R	8691661	8691689	32	529.5	587.6	549.3	449.8	2.68	149
SFIX	R	8691693								
EFIX	R	8691693	8692033	344	546.9	469.2	798			
SSACC	R	8692037								
ESACC	R	8692037	8692065	32	547.9	463.1	560.4	299.4	3.20	186
SFIX	R	8692069								
MSG	8692242	VIDEO_MARKER_00660								
EFIX	R	8692069	8692333	268	567.0	322.5	781			
SSACC	R	8692337								
ESACC	R	8692337	8692361	28	577.5	327.8	458.9	470.1	3.39	258
SFIX	R	8692365								
EFIX	R	8692365	8692557	196	480.4	485.9	806			
SSACC	R	8692561								
ESACC	R	8692561	8692569	12	501.8	494.3	540.5	493.3	0.63	79
SFIX	R	8692573								
EFIX	R	8692573	8692653	84	541.4	502.9	856			
SSACC	R	8692657								
ESACC	R	8692657	8692709	56	541.4	501.2	487.1	275.9	4.49	313
SFIX	R	8692713								
MSG	8693242	VIDEO_MARKER_00720								
EFIX	R	8692713	8693293	584	501.1	285.9	935			
SSACC	R	8693297								
ESACC	R	8693297	8693517	224	497.2	281.3	463.9	304.5	0.71	117
SFIX	R	8693521								
EFIX	R	8693521	8693541	24	465.9	292.5	1107			
SSACC	R	8693545								
ESACC	R	8693545	8693557	16	473.1	274.1	464.6	316.6	0.85	98
SFIX	R	8693561								
EFIX	R	8693561	8693593	36	467.8	296.4	1122			
SSACC	R	8693597								
ESACC	R	8693597	8693677	84	469.4	310.8	468.6	482.3	3.35	192
SFIX	R	8693681								
EFIX	R	8693681	8693841	164	469.2	475.7	1018			
SSACC	R	8693845								
ESACC	R	8693845	8693897	56	469.2	479.0	479.8	481.5	0.18	93
SFIX	R	8693901								
EFIX	R	8693901	8693929	32	480.2	496.7	1129			
SSACC	R	8693933								
ESACC	R	8693933	8694065	136	480.4	519.6	477.8	513.1	0.13	148
SFIX	R	8694069								
MSG	8694242	VIDEO_MARKER_00780								
EFIX	R	8694069	8694329	264	477.4	528.6	1005			
SSACC	R	8694333								
ESACC	R	8694333	8694397	68	479.6	512.9	478.7	422.5	1.76	263
SFIX	R	8694401								
EFIX	R	8694401	8694437	40	483.2	401.7	1097			
SSACC	R	8694441								
ESACC	R	8694441	8694473	36	490.7	416.4	483.0	459.8	0.85	180
SFIX	R	8694477								
EFIX	R	8694477	8694497	24	485.2	461.7	987			
SSACC	R	8694501								
ESACC	R	8694501	8694521	24	482.0	457.0	486.5	470.4	0.27	143
SFIX	R	8694525								
EFIX	R	8694525	8694641	120	487.0	470.7	963			
SSACC	R	8694645								
ESACC	R	8694645	8694657	16	473.7	467.9	442.4	441.1	0.73	77
SFIX	R	8694661								
EFIX	R	8694661	8694829	172	455.7	451.8	976			
SSACC	R	8694833								
ESACC	R	8694833	8694849	20	454.5	457.1	452.0	457.0	0.04	131
SFIX	R	8694853								
EFIX	R	8694853	8694913	64	452.9	452.4	983			
SSACC	R	8694917								
ESACC	R	8694917	8694929	16	452.4	446.4	418.4	478.6	0.84	89
SFIX	R	8694933								
EFIX	R	8694933	8695125	196	421.7	490.8	979			
SSACC	R	8695129								
ESACC	R	8695129	8695217	92	424.9	495.8	464.6	501.4	0.66	269
SFIX	R	8695221								
MSG	8695242	VIDEO_MARKER_00840								
EFIX	R	8695221	8695589	372	471.2	511.9	934			
SSACC	R	8695593								
ESACC	R	8695593	8695621	32	478.2	521.4	454.7	350.1	3.36	160
SFIX	R	8695625								
MSG	8696242	VIDEO_MARKER_00900								
EFIX	R	8695625	8696265	644	461.7	337.7	846			
SSACC	R	8696269								
ESACC	R	8696269	8696349	84	455.3	337.1	481.7	363.4	0.67	142
SFIX	R	8696353								
EFIX	R	8696353	8696461	112	477.4	393.3	960			
SSACC	R	8696465								
ESACC	R	8696465	8696541	80	475.1	431.3	469.4	443.4	0.25	153
SFIX	R	8696545								
EFIX	R	8696545	8696645	104	468.1	475.3	921			
SSACC	R	8696649								
ESACC	R	8696649	8696709	64	467.0	478.5	489.3	468.7	0.41	111
SFIX	R	8696713								
EFIX	R	8696713	8696785	76	492.4	484.7	924			
SSACC	R	8696789								
ESACC	R	8696789	8696821	36	496.3	493.0	460.2	217.3	5.42	415
SFIX	R	8696825								
EFIX	R	8696825	8697009	188	477.8	287.6	902			
SSACC	R	8697013								
ESACC	R	8697013	8697069	60	476.8	302.0	877.5	615.9	8.90	311
SFIX	R	8697073								
EFIX	R	8697073	8697241	172	893.7	626.3	886			
MSG	8697242	VIDEO_MARKER_00960								
SSACC	R	8697245								
ESACC	R	8697245	8697261	20	901.2	657.8	880.0	596.3	1.22	122
SFIX	R	8697265								
EFIX	R	8697265	8697285	24	877.0	612.5	881			
SSACC	R	8697289								
ESACC	R	8697289	8697369	84	884.8	620.6	485.9	115.6	11.73	419
SFIX	R	8697373								
EFIX	R	8697373	8697393	24	477.1	143.9	982			
SSACC	R	8697397								
ESACC	R	8697397	8697405	12	470.9	179.0	477.5	207.6	0.57	72
SFIX	R	8697409								
EFIX	R	8697409	8697453	48	472.3	201.3	986			
SSACC	R	8697457								
ESACC	R	8697457	8697469	16	474.6	200.9	469.8	247.8	0.92	115
SFIX	R	8697473								
EFIX	R	8697473	8697985	516	488.6	271.1	955			
SSACC	R	8697989								
ESACC	R	8697989	8698029	44	492.5	279.6	478.4	568.5	5.62	300
SFIX	R	8698033								
EFIX	R	8698033	8698185	156	477.8	557.9	980			
SSACC	R	8698189								
ESACC	R	8698189	8698205	20	477.6	572.9	473.8	501.2	1.39	106
SFIX	R	8698209								
MSG	8698242	VIDEO_MARKER_01020								
EFIX	R	8698209	8698369	164	476.4	516.5	963			
SSACC	R	8698373								
ESACC	R	8698373	8698385	16	484.0	512.9	529.9	492.5	0.85	82
SFIX	R	8698389								
EFIX	R	8698389	8698657	272	505.6	494.9	921			
SSACC	R	8698661								
ESACC	R	8698661	8698697	40	501.0	501.5	438.2	265.0	4.73	254
SFIX	R	8698701								
MSG	8699242	VIDEO_MARKER_01080								
EFIX	R	8698701	8699345	648	455.0	309.9	907			
SSACC	R	8699349								
ESACC	R	8699349	8699401	56	463.4	297.7	403.2	460.8	3.33	206
SFIX	R	8699405								
EFIX	R	8699405	8699601	200	420.4	485.3	864			
SSACC	R	8699605								
ESACC	R	8699605	8699625	24	418.9	486.6	535.7	492.0	1.91	127
SFIX	R	8699629								
EFIX	R	8699629	8700121	496	513.1	489.8	862			
SSACC	R	8700125								
ESACC	R	8700125	8700165	44	518.8	497.7	430.0	170.5	6.55	300
SFIX	R	8700169								
EFIX	R	8700169	8700241	76	430.1	166.1	910			
MSG	8700242	VIDEO_MARKER_01140								
SSACC	R	8700245								
ESACC	R	8700245	8700253	12	433.6	161.5	446.5	184.9	0.51	64
SFIX	R	8700257								
EFIX	R	8700257	8700277	24	444.1	193.2	912			
SSACC	R	8700281								
ESACC	R	8700281	8700309	32	438.3	192.9	442.0	217.8	0.49	95
SFIX	R	8700313								
EFIX	R	8700313	8700761	452	460.9	236.2	776			
SSACC	R	8700765								
ESACC	R	8700765	8700773	12	469.6	234.4	472.3	231.0	0.08	57
SFIX	R	8700777								
EFIX	R	8700777	8701173	400	500.5	231.9	734			
SSACC	R	8701177								
ESACC	R	8701177	8701205	32	516.5	262.9	501.7	457.4	3.81	224
SFIX	R	8701209								
MSG	8701242	VIDEO_MARKER_01200								
EFIX	R	8701209	8701373	168	510.3	455.3	783			
SSACC	R	8701377								
ESACC	R	8701377	8701385	12	520.8	488.6	516.7	520.1	0.61	77
SFIX	R	8701389								
EFIX	R	8701389	8701697	312	514.2	509.0	802			
SSACC	R	8701701								
ESACC	R	8701701	8701705	8	508.2	499.3	492.4	502.9	0.27	58
SFIX	R	8701709								
EFIX	R	8701709	8702077	372	487.1	499.2	802			
SSACC	R	8702081								
ESACC	R	8702081	8702101	24	492.8	496.0	399.9	499.0	1.52	116
SFIX	R	8702105								
MSG	8702242	VIDEO_MARKER_01260								
EFIX	R	8702105	8702737	636	429.4	493.0	757			
SSACC	R	8702741								
ESACC	R	8702741	8702777	40	435.4	499.2	543.5	323.2	3.86	203
SFIX	R	8702781								
EFIX	R	8702781	8703185	408	531.3	357.2	749			
SSACC	R	8703189								
ESACC	R	8703189	8703201	16	523.3	356.3	490.2	287.8	1.45	134
SFIX	R	8703205								
MSG	8703241	VIDEO_MARKER_01320								
EFIX	R	8703205	8703337	136	493.1	278.3	815			
SSACC	R	8703341								
ESACC	R	8703341	8703369	32	491.0	294.8	490.5	277.3	0.34	55
SFIX	R	8703373								
EFIX	R	8703373	8703477	108	491.7	290.8	820			
SSACC	R	8703481								
ESACC	R	8703481	8703529	52	492.6	288.8	788.0	574.6	7.35	313
SFIX	R	8703533								
EFIX	R	8703533	8703617	88	784.6	571.3	903			
SSACC	R	8703621								
ESACC	R	8703621	8703629	12	787.8	595.4	789.1	593.7	0.04	66
SFIX	R	8703633								
EFIX	R	8703633	8703729	100	791.3	597.1	912			
SSACC	R	8703733								
ESACC	R	8703733	8703929	200	787.1	593.8	561.3	187.7	8.70	377
SFIX	R	8703933								
EFIX	R	8703933	8703961	32	559.5	219.3	930			
SSACC	R	8703965								
ESACC	R	8703965	8703997	36	549.7	211.3	554.4	252.3	0.81	83
SFIX	R	8704001								
EFIX	R	8704001	8704213	216	554.9	267.4	865			
SSACC	R	8704217								
MSG	8704241	VIDEO_MARKER_01380								
ESACC	R	8704217	8704245	32	548.1	273.9	410.7	473.9	4.51	315
SFIX	R	8704249								
EFIX	R	8704249	8704445	200	430.1	483.3	873			
SSACC	R	8704449								
ESACC	R	8704449	8704469	24	434.6	489.6	524.8	498.5	1.48	115
SFIX	R	8704473								
EFIX	R	8704473	8704709	240	508.5	511.1	873			
SSACC	R	8704713								
ESACC	R	8704713	8704741	32	504.4	502.8	577.8	335.8	3.47	213
SFIX	R	8704745								
MSG	8705241	VIDEO_MARKER_01440								
EFIX	R	8704745	8705961	1220	558.2	345.9	810			
SSACC	R	8705965								
ESACC	R	8705965	8705993	32	525.3	345.7	415.5	480.8	3.19	199
SFIX	R	8705997								
EFIX	R	8705997	8706189	196	426.4	476.4	831			
SSACC	R	8706193								
ESACC	R	8706193	8706205	16	433.0	477.0	478.2	474.1	0.74	63
SFIX	R	8706209								
MSG	8706241	VIDEO_MARKER_01500								
EFIX	R	8706209	8706289	84	484.3	469.1	803			
SSACC	R	8706293								
ESACC	R	8706293	8706301	12	497.5	464.0	533.6	454.6	0.62	77
SFIX	R	8706305								
EFIX	R	8706305	8706541	240	526.8	456.0	735			
SSACC	R	8706545								
ESACC	R	8706545	8706557	16	526.3	451.0	463.8	479.2	1.16	112
SFIX	R	8706561								
EFIX	R	8706561	8706745	188	461.6	489.5	696			
SSACC	R	8706749								
ESACC	R	8706749	8706757	12	458.2	495.5	425.7	502.3	0.55	68
SFIX	R	8706761								
EFIX	R	8706761	8707093	336	433.5	510.2	667			
SSACC	R	8707097								
ESACC	R	8707097	8707113	20	451.9	507.3	481.8	512.9	0.50	74
SFIX	R	8707117								
EFIX	R	8707117	8707173	60	482.8	495.4	644			
SSACC	R	8707177								
MSG	8707241	VIDEO_MARKER_01560								
ESACC	R	8707177	8707257	84	483.0	499.4	939.0	481.9	7.40	256
SFIX	R	8707261								
EFIX	R	8707261	8707397	140	905.8	465.8	704			
SSACC	R	8707401								
ESACC	R	8707401	8707533	136	890.3	472.1	411.8	434.0	7.81	221
SFIX	R	8707537								
EFIX	R	8707537	8707813	280	424.7	455.8	672			
SSACC	R	8707817								
ESACC	R	8707817	8707833	20	427.8	478.8	474.8	456.1	0.89	94
SFIX	R	8707837								
MSG	8708241	VIDEO_MARKER_01620								
EFIX	R	8707837	8708241	408	470.9	483.6	643			
SSACC	R	8708245								
ESACC	R	8708245	8708249	8	485.4	500.1	498.6	498.3	0.22	47
SFIX	R	8708253								
EFIX	R	8708253	8708801	552	497.4	499.5	693			
SSACC	R	8708805								
ESACC	R	8708805	8708849	48	501.2	502.7	452.7	237.6	5.23	197
SFIX	R	8708853								
EFIX	R	8708853	8708897	48	450.1	200.6	768			
SSACC	R	8708901								
ESACC	R	8708901	8708913	16	448.7	203.2	450.6	262.2	1.16	110
SFIX	R	8708917								
EFIX	R	8708917	8708989	76	449.6	305.2	695			
SSACC	R	8708993								
ESACC	R	8708993	8709001	12	446.0	320.4	443.5	295.4	0.49	61
SFIX	R	8709005								
MSG	8709241	VIDEO_MARKER_01680								
EFIX	R	8709005	8709261	260	438.3	319.3	710			
SSACC	R	8709265								
ESACC	R	8709265	8709285	24	437.5	336.6	444.3	244.1	1.82	133
SFIX	R	8709289								
EFIX	R	8709289	8709421	136	444.6	251.6	736			
SSACC	R	8709425								
ESACC	R	8709425	8709493	72	447.3	260.5	492.0	549.8	5.68	240
SFIX	R	8709497								
EFIX	R	8709497	8709925	432	499.7	533.3	808			
SSACC	R	8709929								
ESACC	R	8709929	8709973	48	501.9	540.9	805.2	604.6	5.07	260
SFIX	R	8709977								
EFIX	R	8709977	8710101	128	818.3	601.1	799			
SSACC	R	8710105								
ESACC	R	8710105	8710205	104	819.9	601.8	453.8	247.4	9.10	391
SFIX	R	8710209								
MSG	8710241	VIDEO_MARKER_01740								
EFIX	R	8710209	8711153	948	441.2	341.6	828			
SSACC	R	8711157								
ESACC	R	8711157	8711213	60	437.5	334.0	438.6	355.3	0.42	70
SFIX	R	8711217								
MSG	8711241	VIDEO_MARKER_01800								
EFIX	R	8711217	8711297	84	441.3	347.8	913			
SSACC	R	8711301								
ESACC	R	8711301	8711333	36	450.0	336.4	459.9	445.7	2.14	188
SFIX	R	8711337								
EFIX	R	8711337	8711665	332	460.4	476.4	854			
SSACC	R	8711669								
ESACC	R	8711669	8711673	8	475.2	479.6	486.8	483.1	0.20	46
SFIX	R	8711677								
EFIX	R	8711677	8711837	164	494.3	486.8	825			
SSACC	R	8711841								
ESACC	R	8711841	8712005	168	497.8	480.0	817.6	556.4	5.40	292
SFIX	R	8712009								
EFIX	R	8712009	8712129	124	828.2	560.5	834			
SSACC	R	8712133								
ESACC	R	8712133	8712181	52	827.5	599.4	628.3	186.3	8.64	343
SFIX	R	8712185								
EFIX	R	8712185	8712221	40	594.0	170.0	857			
SSACC	R	8712225								
MSG	8712241	VIDEO_MARKER_01860								
ESACC	R	8712225	8712317	96	585.3	168.5	591.7	294.4	2.47	85
SFIX	R	8712321								
EFIX	R	8712321	8712549	232	584.7	314.2	765			
SSACC	R	8712553								
SBLINK	R	8712585								
EBLINK	R	8712585	8712729	148						
ESACC	R	8712553	8712857	308	578.9	304.2	446.4	475.1	3.98	602
SFIX	R	8712861								
EFIX	R	8712861	8713221	364	439.0	523.7	916			
SSACC	R	8713225								
MSG	8713241	VIDEO_MARKER_01920								
ESACC	R	8713225	8713333	112	449.4	520.0	426.2	159.4	7.05	336
SFIX	R	8713337								
EFIX	R	8713337	8713377	44	436.6	143.1	1038			
SSACC	R	8713381								
ESACC	R	8713381	8713389	12	457.5	148.5	466.2	186.7	0.76	95
SFIX	R	8713393								
EFIX	R	8713393	8713725	336	472.1	239.7	1006			
SSACC	R	8713729								
ESACC	R	8713729	8713769	44	477.7	271.4	398.3	386.0	2.59	227
SFIX	R	8713773								
EFIX	R	8713773	8713913	144	422.5	371.4	970			
SSACC	R	8713917								
ESACC	R	8713917	8713941	28	424.9	366.0	463.1	499.2	2.67	203
SFIX	R	8713945								
EFIX	R	8713945	8714145	204	451.3	471.7	944			
SSACC	R	8714149								
ESACC	R	8714149	8714161	16	453.1	478.6	500.2	502.4	0.90	88
SFIX	R	8714165								
MSG	8714241	VIDEO_MARKER_01980								
EFIX	R	8714165	8714293	132	492.8	488.6	968			
SSACC	R	8714297								
ESACC	R	8714297	8714337	44	487.8	477.0	768.2	596.3	5.11	205
SFIX	R	8714341								
EFIX	R	8714341	8714373	36	760.2	585.3	1020			
SSACC	R	8714377								
ESACC	R	8714377	8714389	16	757.7	567.5	750.5	609.1	0.81	87
SFIX	R	8714393								
EFIX	R	8714393	8714445	56	744.4	606.6	1023			
SSACC	R	8714449								
SBLINK	R	8714497								
EBLINK	R	8714497	8714629	136						
ESACC	R	8714449	8714697	252	749.0	602.9	383.8	251.8	9.04	742
SFIX	R	8714701								
MSG	8715241	VIDEO_MARKER_02040								
EFIX	R	8714701	8715249	552	383.6	353.1	941			
SSACC	R	8715253								
ESACC	R	8715253	8715281	32	377.6	361.4	457.6	493.3	2.88	154
SFIX	R	8715285								
EFIX	R	8715285	8715617	336	448.1	483.4	975			
SSACC	R	8715621								
ESACC	R	8715621	8715661	44	449.9	464.6	310.8	239.8	4.94	206
SFIX	R	8715665								
EFIX	R	8715665	8715989	328	319.5	249.8	1023			
SSACC	R	8715993								
ESACC	R	8715993	8715997	8	308.4	238.5	309.4	252.5	0.27	67
SFIX	R	8716001								
MSG	8716240	VIDEO_MARKER_02100								
EFIX	R	8716001	8716589	592	319.1	284.3	969			
SSACC	R	8716593								
ESACC	R	8716593	8716649	60	333.8	289.0	330.1	384.2	1.86	139
SFIX	R	8716653								
EFIX	R	8716653	8716781	132	353.9	409.2	944			
SSACC	R	8716785								
ESACC	R	8716785	8716789	8	376.3	402.5	376.8	413.1	0.21	64
SFIX	R	8716793								
EFIX	R	8716793	8717081	292	420.9	415.1	932			
SSACC	R	8717085								
ESACC	R	8717085	8717149	68	468.6	445.4	468.1	468.1	0.44	101
SFIX	R	8717153								
EFIX	R	8717153	8717217	68	471.3	463.4	991			
SSACC	R	8717221								
ESACC	R	8717221	8717229	12	474.4	458.0	474.0	489.2	0.61	75
SFIX	R	8717233								
MSG	8717240	VIDEO_MARKER_02160								
EFIX	R	8717233	8717309	80	476.3	489.1	964			
SSACC	R	8717313								
ESACC	R	8717313	8717325	16	477.1	499.6	476.5	464.5	0.68	73
SFIX	R	8717329								
EFIX	R	8717329	8717349	24	477.1	476.3	998			
SSACC	R	8717353								
ESACC	R	8717353	8717357	8	477.1	473.4	477.6	480.6	0.14	55
SFIX	R	8717361								
EFIX	R	8717361	8717381	24	477.9	490.1	966			
SSACC	R	8717385								
ESACC	R	8717385	8717425	44	480.5	495.0	707.2	632.8	4.54	265
SFIX	R	8717429								
EFIX	R	8717429	8717457	32	704.7	618.8	986			
SSACC	R	8717461								
ESACC	R	8717461	8717465	8	711.2	607.7	708.6	621.4	0.27	54
SFIX	R	8717469								
EFIX	R	8717469	8717565	100	707.2	612.8	966			
SSACC	R	8717569								
ESACC	R	8717569	8717633	68	703.3	602.3	547.6	334.5	5.78	300
SFIX	R	8717637								
EFIX	R	8717637	8717985	352	538.8	339.8	935			
SSACC	R	8717989								
ESACC	R	8717989	8718005	20	545.3	334.9	535.6	281.0	1.07	104
SFIX	R	8718009								
EFIX	R	8718009	8718033	28	536.7	278.7	906			
SSACC	R	8718037								
ESACC	R	8718037	8718049	16	536.5	283.2	539.2	256.6	0.52	72
SFIX	R	8718053								
EFIX	R	8718053	8718121	72	536.8	279.5	890			
SSACC	R	8718125								
ESACC	R	8718125	8718137	16	533.6	271.2	532.4	264.4	0.14	69
SFIX	R	8718141								
EFIX	R	8718141	8718161	24	532.3	264.6	894			
SSACC	R	8718165								
ESACC	R	8718165	8718173	12	533.2	240.3	535.4	270.6	0.60	74
SFIX	R	8718177								
MSG	8718240	VIDEO_MARKER_02220								
EFIX	R	8718177	8718285	112	535.4	269.1	865			
SSACC	R	8718289								
ESACC	R	8718289	8718449	164	536.8	271.4	743.5	527.6	6.02	251
SFIX	R	8718453								
EFIX	R	8718453	8718509	60	721.8	491.3	956			
SSACC	R	8718513								
ESACC	R	8718513	8718573	64	723.7	474.5	736.3	550.0	1.47	113
SFIX	R	8718577								
MSG	8718605	VIDEO_SKIPPED								
MSG	8718640	VIDEO_START								
EFIX	R	8718577	8718797	224	721.2	570.2	990			
SSACC	R	8718801								
ESACC	R	8718801	8718857	60	696.0	591.6	529.8	318.0	5.96	262
SFIX	R	8718861								
EFIX	R	8718861	8718961	104	540.1	356.2	1022			
SSACC	R	8718965								
ESACC	R	8718965	8719013	52	542.8	372.9	516.6	130.6	4.77	396
SFIX	R	8719017								
EFIX	R	8719017	8719213	200	517.9	180.7	992			
SSACC	R	8719217								
ESACC	R	8719217	8719237	24	518.4	181.4	405.5	186.9	1.86	164
SFIX	R	8719241								
EFIX	R	8719241	8719321	84	419.8	181.6	934			
SSACC	R	8719325								
ESACC	R	8719325	8719353	32	420.3	193.6	381.5	31.8	3.24	245
SFIX	R	8719357								
EFIX	R	8719357	8719557	204	398.1	79.0	950			
SSACC	R	8719561								
ESACC	R	8719561	8719569	12	418.3	89.2	445.3	66.0	0.64	79
SFIX	R	8719573								
EFIX	R	8719573	8719829	260	441.5	80.9	1016			
SSACC	R	8719833								
ESACC	R	8719833	8719853	24	440.1	87.4	402.3	135.3	1.13	100
SFIX	R	8719857								
EFIX	R	8719857	8719877	24	407.6	117.7	1066			
SSACC	R	8719881								
ESACC	R	8719881	8719917	40	406.6	129.3	407.8	131.2	0.04	63
SFIX	R	8719921								
EFIX	R	8719921	8720101	184	409.2	122.3	1084			
SSACC	R	8720105								
SBLINK	R	8720153								
EBLINK	R	8720153	8720245	96						
ESACC	R	8720105	8720325	224	405.7	112.2	422.1	138.3	0.58	805
SFIX	R	8720329								
EFIX	R	8720329	8720373	48	420.0	84.0	1138			
SSACC	R	8720377								
ESACC	R	8720377	8720381	8	420.6	58.7	421.8	45.2	0.27	63
SFIX	R	8720385								
